lat,lng,depth
-27.504482,153.004678,-1.97
-27.504250,153.005894,-2.29
-27.506054,153.005189,-0.95
-27.505615,153.009991,-2.55
-27.503706,153.007215,-0.93
-27.503803,153.006723,-2.10
-27.503991,153.006474,-2.78
-27.504111,153.006207,-1.11
-27.505756,153.006453,-1.54
-27.503472,153.008764,-1.20
-27.503580,153.007756,-1.39
-27.503433,153.009502,-1.34
-27.317550,153.072397,-1.68
-27.317550,153.072651,-1.61
-27.317576,153.072652,-1.68
-27.317811,153.072649,-1.72
-27.317663,153.072903,-1.56
-27.317805,153.072910,-1.58
-27.318042,153.072905,-1.73
-27.316562,153.071650,-1.69
-27.316563,153.071892,-1.59
-27.316673,153.071893,-1.60
-27.316700,153.072144,-1.62
-27.316902,153.071893,-1.80
-27.316903,153.072144,-1.62
-27.316968,153.072398,-1.61
-27.317126,153.072145,-1.66
-27.317126,153.072397,-1.67
-27.317180,153.072652,-1.56
-27.319604,153.074187,-1.71
-27.319380,153.074186,-1.44
-27.319378,153.074164,-1.73
-27.319150,153.074186,-1.52
-27.319152,153.074164,-1.49
-27.318733,153.073679,-1.58
-27.318734,153.073916,-1.52
-27.318734,153.074173,-1.55
-27.318930,153.073662,-2.00
-27.318703,153.073524,-1.59
-27.318477,153.073526,-1.54
-27.318476,153.073406,-1.58
-27.318247,153.073524,-1.58
-27.318249,153.073400,-1.51
-27.318697,153.074189,-1.56
-27.318693,153.074163,-1.59
-27.318701,153.073910,-1.56
-27.318475,153.074187,-1.63
-27.318475,153.074165,-1.50
-27.318474,153.073912,-1.56
-27.318251,153.074188,-1.57
-27.318250,153.074165,-1.63
-27.318250,153.073910,-1.48
-27.317552,153.072919,-1.53
-27.317551,153.073166,-1.47
-27.317576,153.073156,-1.52
-27.317551,153.073414,-1.47
-27.317576,153.073420,-1.47
-27.317801,153.073157,-1.54
-27.317801,153.073416,-1.51
-27.318026,153.074187,-1.57
-27.318023,153.074163,-1.60
-27.318025,153.073910,-1.46
-27.317551,153.073666,-1.46
-27.317575,153.073673,-1.45
-27.317551,153.073925,-1.51
-27.317575,153.073920,-1.61
-27.317550,153.074170,-1.38
-27.317575,153.074173,-1.48
-27.317119,153.072865,-1.60
-27.316671,153.072200,-1.55
-27.316890,153.072864,-1.52
-27.316898,153.072646,-1.61
-27.316623,153.072855,-1.47
-27.316672,153.072647,-1.56
-27.317343,153.073524,-1.45
-27.317349,153.073405,-1.51
-27.317349,153.073153,-1.55
-27.317116,153.073524,-1.44
-27.317123,153.073406,-1.53
-27.316977,153.072911,-1.49
-27.317348,153.073910,-1.49
-27.316560,153.073019,-1.47
-27.316560,153.073154,-1.39
-27.316673,153.072911,-1.51
-27.316560,153.073414,-1.45
-27.316673,153.073159,-1.45
-27.316673,153.073421,-1.44
-27.316559,153.073664,-1.29
-27.320728,153.075512,-1.66
-27.320507,153.075507,-1.39
-27.320507,153.075408,-1.41
-27.319918,153.074684,-1.50
-27.319924,153.074969,-1.51
-27.319917,153.075184,-1.51
-27.320058,153.074928,-1.46
-27.319916,153.075437,-1.44
-27.320057,153.075178,-1.44
-27.320058,153.075435,-1.47
-27.320733,153.075806,-1.57
-27.319917,153.075685,-1.39
-27.320056,153.075687,-1.44
-27.319828,153.074847,-1.44
-27.319826,153.074671,-1.61
-27.319603,153.074851,-1.56
-27.319603,153.074671,-1.46
-27.319374,153.074851,-1.50
-27.319379,153.074661,-1.55
-27.319825,153.075506,-1.47
-27.319828,153.075429,-1.47
-27.319826,153.075176,-1.52
-27.319603,153.075512,-1.45
-27.319600,153.075429,-1.50
-27.319604,153.075176,-1.42
-27.319376,153.075512,-1.33
-27.319377,153.075429,-1.52
-27.319379,153.075174,-1.59
-27.318734,153.074425,-1.58
-27.318735,153.074672,-1.58
-27.318929,153.074420,-1.52
-27.318931,153.074684,-1.63
-27.319150,153.075511,-1.30
-27.319150,153.075429,-1.45
-27.318734,153.074931,-1.55
-27.318733,153.075178,-1.28
-27.318733,153.075429,-1.22
-27.318929,153.074934,-1.58
-27.319830,153.075808,-1.33
-27.319603,153.075807,-1.39
-27.319325,153.075708,-1.24
-27.318698,153.074825,-1.55
-27.318699,153.074669,-1.60
-27.318475,153.074850,-1.39
-27.318477,153.074670,-1.60
-27.318250,153.074850,-1.40
-27.318251,153.074668,-1.51
-27.318700,153.075512,-1.26
-27.318700,153.075426,-1.31
-27.318701,153.075175,-1.31
-27.318474,153.075175,-1.35
-27.317550,153.074673,-1.20
-27.317574,153.074675,-1.21
-27.317801,153.074419,-1.45
-27.318021,153.075173,-1.11
-27.316370,153.071387,-1.79
-27.316391,153.071643,-1.60
-27.315778,153.071132,-1.67
-27.315189,153.070895,-1.72
-27.315198,153.071133,-1.64
-27.315321,153.071135,-1.64
-27.315575,153.071169,-1.72
-27.315686,153.070883,-1.78
-27.314001,153.070753,-1.70
-27.314194,153.070754,-1.65
-27.314420,153.070755,-1.70
-27.314644,153.070755,-1.74
-27.314789,153.070878,-1.65
-27.314873,153.070752,-1.75
-27.314868,153.070879,-1.70
-27.313963,153.070856,-1.67
-27.313928,153.070878,-1.55
-27.313739,153.070909,-1.46
-27.313738,153.070868,-1.57
-27.313513,153.070776,-1.60
-27.316447,153.072201,-1.59
-27.316444,153.072141,-1.60
-27.316444,153.072864,-1.46
-27.316444,153.072646,-1.51
-27.316385,153.073478,-1.32
-27.316413,153.073404,-1.55
-27.316443,153.073153,-1.38
